date,open,high,low,close,volume
2021-01-01 00:00:00+05:30,116.2,123.25,114.4,120.15,7917187
2021-01-04 00:00:00+05:30,121.7,122.8,117.1,120.85,3065243
2021-01-05 00:00:00+05:30,119.85,125,118.1,122.9,4943099
2021-01-06 00:00:00+05:30,124.2,125.75,118.6,121.95,2521982
2021-01-07 00:00:00+05:30,122.9,124.7,121.55,123.1,1804418
2021-01-08 00:00:00+05:30,123.6,125.2,122.2,124.3,1752186
2021-01-11 00:00:00+05:30,124.05,131.35,120.05,127.7,4612239
2021-01-12 00:00:00+05:30,127,134.95,125,130.1,5270469
2021-01-13 00:00:00+05:30,129.2,130.9,125,125.7,1634787
2021-01-14 00:00:00+05:30,126.35,126.5,123.3,123.85,802382
2021-01-15 00:00:00+05:30,126.5,127.45,124.1,125.55,2272379
2021-01-18 00:00:00+05:30,126.5,126.5,119.85,121.4,1165930
2021-01-19 00:00:00+05:30,122.1,124.8,120.55,122.05,980734
2021-01-20 00:00:00+05:30,122.7,126.35,121.55,123.25,999288
2021-01-21 00:00:00+05:30,124.8,124.8,117,118.65,823246
2021-01-22 00:00:00+05:30,119.45,120.8,115.15,116.9,1017579
2021-01-25 00:00:00+05:30,118,118.8,111.95,115.2,969563
2021-01-27 00:00:00+05:30,113.1,115.65,112,112.7,589322
2021-01-28 00:00:00+05:30,110,119.7,110,118.55,1428735
2021-01-29 00:00:00+05:30,119.9,119.9,115,115.7,1132918
2021-02-01 00:00:00+05:30,116.65,125.55,113.05,123.85,2083783
2021-02-02 00:00:00+05:30,123,124.7,120.4,121.8,862654
2021-02-03 00:00:00+05:30,122.1,127,120.65,122.8,1527705
2021-02-04 00:00:00+05:30,123.3,128.5,123,126.95,2286177
2021-02-05 00:00:00+05:30,129.9,136,126,133.85,5517289
2021-02-08 00:00:00+05:30,134.8,134.9,131.05,131.85,1284565
2021-02-09 00:00:00+05:30,132.9,139.3,130.8,132.1,1860444
2021-02-10 00:00:00+05:30,132.9,134.9,128,128.65,1519790
2021-02-11 00:00:00+05:30,128.95,131.65,128.1,130.25,880431
2021-02-12 00:00:00+05:30,131.2,131.7,125,127.15,1023861
2021-02-15 00:00:00+05:30,128,130,126.55,127.95,1227829
2021-02-16 00:00:00+05:30,128.05,133.5,126.5,131.65,2149234
2021-02-17 00:00:00+05:30,131.45,134.4,127.6,129.15,2547815
2021-02-18 00:00:00+05:30,130.2,145.25,129.5,142.6,7217257
2021-02-19 00:00:00+05:30,143,150,135.25,142.7,5508099
2021-02-22 00:00:00+05:30,142.7,144.35,135.2,138,1951544
2021-02-23 00:00:00+05:30,138.5,146.2,136.5,142.85,2688503
2021-02-24 00:00:00+05:30,143.55,144,138.7,139.9,724254
2021-02-25 00:00:00+05:30,140.85,146.85,140.4,144.8,2339654
2021-02-26 00:00:00+05:30,141,173,139.15,164.1,12639657
2021-03-01 00:00:00+05:30,166,171,160.05,165.95,4613532
2021-03-02 00:00:00+05:30,166.25,182,160.6,173.2,7083619
2021-03-03 00:00:00+05:30,174,179.4,169,172.25,2603018
2021-03-04 00:00:00+05:30,171,183.9,169.95,175.85,4529305
